Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Pets,Price,Latitude,Longitude,Date,Url,Controlled Access,Fitness Center,Outdoor Space,Residents Lounge,Roof Deck,Storage,Swimming Pool,Air Conditioning,Balcony,Furnished,Hardwood Floor,High Ceilings,In Unit Laundry
Bloorvista at Islington Terrace ,Islington,"9 Mabelle Ave, Toronto, ON M9A 0E1",Toronto,Condo,1,1.0,485.0,0,2480,43.64676806460968,-79.52591586427985,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p469970/bloorvista-at-islington-terrace-4017-apartments-at-9-mabelle-ave-toronto-on-m9a-0e1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloorvista at Islington Terrace ,Islington,"9 Mabelle Ave, Toronto, ON M9A 0E1",Toronto,Condo,2,2.0,766.0,0,3200,43.64676806460968,-79.52591586427985,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p469970/bloorvista-at-islington-terrace-4017-apartments-at-9-mabelle-ave-toronto-on-m9a-0e1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquabella ,East Bayfront Apartments,"118 Merchants' Wharf, Toronto, ON M5A 0L3",Toronto,Condo,1,1.0,601.0,0,2650,43.644456003907855,-79.36320604378724,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p551460/aquabella-4610-apartments-at-118-merchants'-wharf-toronto-on-m5a-0l3,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquabella ,East Bayfront Apartments,"118 Merchants' Wharf, Toronto, ON M5A 0L3",Toronto,Condo,2,2.0,787.0,0,4800,43.644456003907855,-79.36320604378724,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p551460/aquabella-4610-apartments-at-118-merchants'-wharf-toronto-on-m5a-0l3,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyliner,The Annex Apartments,"224 St. George St, Toronto, ON M5R 2N9",Toronto,Studio,0,1.0,500.0,1,2150,43.67174059436154,-79.40164361028923,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p220509/skyliner-apartments-at-224-st-george-st-toronto-on-m5r-2n9,0,0,0,0,0,1,0,0,0,0,0,0,0
Skyliner,The Annex Apartments,"224 St. George St, Toronto, ON M5R 2N9",Toronto,1 Bedroom,1,1.0,590.0,1,2650,43.67174059436154,-79.40164361028923,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p220509/skyliner-apartments-at-224-st-george-st-toronto-on-m5r-2n9,0,0,0,0,0,1,0,0,0,0,0,0,0
151 St,The Annex Apartments,"151 St. George St, Toronto, ON M5R 2L9",Toronto,Studio,0,1.0,500.0,1,2100,43.669523018746354,-79.40054399578023,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p323093/apartments-at-151-st-george-st-toronto-on-m5r-2l9,0,0,0,0,0,1,0,0,1,0,0,0,0
151 St,The Annex Apartments,"151 St. George St, Toronto, ON M5R 2L9",Toronto,1 Bedroom,1,1.0,650.0,1,2450,43.669523018746354,-79.40054399578023,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p323093/apartments-at-151-st-george-st-toronto-on-m5r-2l9,0,0,0,0,0,1,0,0,1,0,0,0,0
Avani II,Agincourt Apartments,"275 Village Green Sq, Toronto, ON M1S 0L8",Toronto,Condo,1,1.0,549.0,0,2550,43.7794290577031,-79.2825745043631,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p408219/avani-ii-apartments-at-275-village-green-sq-toronto-on-m1s-0l8,0,0,0,0,0,0,0,0,0,0,0,0,0
Avani II,Agincourt Apartments,"275 Village Green Sq, Toronto, ON M1S 0L8",Toronto,Condo,2,2.0,728.0,0,3000,43.7794290577031,-79.2825745043631,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p408219/avani-ii-apartments-at-275-village-green-sq-toronto-on-m1s-0l8,0,0,0,0,0,0,0,0,0,0,0,0,0
Lighthouse East Tower ,East Bayfront Apartments,"20 Richardson St, Toronto, ON M5A 0S6",Toronto,Condo,1,1.0,535.0,0,2400,43.645019994316606,-79.36835212305753,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p470811/lighthouse-east-tower-4092-apartments-at-20-richardson-st-toronto-on-m5a-0s6,0,1,1,1,0,0,0,1,0,0,0,0,0
Lighthouse East Tower ,East Bayfront Apartments,"20 Richardson St, Toronto, ON M5A 0S6",Toronto,Condo,2,2.0,695.0,0,2950,43.645019994316606,-79.36835212305753,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p470811/lighthouse-east-tower-4092-apartments-at-20-richardson-st-toronto-on-m5a-0s6,0,1,1,1,0,0,0,1,0,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",Toronto,1 Bedroom,1,1.0,704.0,1,2125,43.70218548583062,-79.34273842621292,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p304506/rideau-towers-apartments-at-49-thorncliffe-park-dr-toronto-on-m4h-1j6,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",Toronto,1 Bedroom Deluxe,1,1.0,840.0,1,2150,43.70218548583062,-79.34273842621292,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p304506/rideau-towers-apartments-at-49-thorncliffe-park-dr-toronto-on-m4h-1j6,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",Toronto,1 Bedroom Deluxe,1,1.0,860.0,1,2150,43.70218548583062,-79.34273842621292,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p304506/rideau-towers-apartments-at-49-thorncliffe-park-dr-toronto-on-m4h-1j6,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",Toronto,1 Bedroom,1,1.0,840.0,1,2520,43.70218548583062,-79.34273842621292,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p304506/rideau-towers-apartments-at-49-thorncliffe-park-dr-toronto-on-m4h-1j6,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",Toronto,2 Bedroom,2,1.5,1084.0,1,3250,43.70218548583062,-79.34273842621292,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p304506/rideau-towers-apartments-at-49-thorncliffe-park-dr-toronto-on-m4h-1j6,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",Toronto,2 Bedroom,2,1.0,1084.0,1,3250,43.70218548583062,-79.34273842621292,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p304506/rideau-towers-apartments-at-49-thorncliffe-park-dr-toronto-on-m4h-1j6,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",Toronto,3 Bedroom,3,2.0,1260.0,1,3780,43.70218548583062,-79.34273842621292,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p304506/rideau-towers-apartments-at-49-thorncliffe-park-dr-toronto-on-m4h-1j6,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"43 Thorncliffe Park Dr, Toronto, ON M4H 1J4",Toronto,1 Bedroom,1,1.0,750.0,1,2250,43.70179111419606,-79.34410125034213,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231127/rideau-towers-apartments-at-43-thorncliffe-park-dr-toronto-on-m4h-1j4,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"43 Thorncliffe Park Dr, Toronto, ON M4H 1J4",Toronto,2 Bedroom,2,1.5,925.0,1,2775,43.70179111419606,-79.34410125034213,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231127/rideau-towers-apartments-at-43-thorncliffe-park-dr-toronto-on-m4h-1j4,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"43 Thorncliffe Park Dr, Toronto, ON M4H 1J4",Toronto,2 Bedroom,2,1.0,925.0,1,2775,43.70179111419606,-79.34410125034213,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231127/rideau-towers-apartments-at-43-thorncliffe-park-dr-toronto-on-m4h-1j4,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"43 Thorncliffe Park Dr, Toronto, ON M4H 1J4",Toronto,2 Bedroom,2,1.5,1220.0,1,3675,43.70179111419606,-79.34410125034213,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231127/rideau-towers-apartments-at-43-thorncliffe-park-dr-toronto-on-m4h-1j4,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"43 Thorncliffe Park Dr, Toronto, ON M4H 1J4",Toronto,3 Bedroom,3,2.0,1320.0,1,3970,43.70179111419606,-79.34410125034213,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231127/rideau-towers-apartments-at-43-thorncliffe-park-dr-toronto-on-m4h-1j4,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"47 Thorncliffe Park Dr, Toronto, ON M4H 1J5",Toronto,1 Bedroom,1,1.0,800.0,1,2400,43.70190604049862,-79.34304921643786,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231126/rideau-towers-apartments-at-47-thorncliffe-park-dr-toronto-on-m4h-1j5,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"47 Thorncliffe Park Dr, Toronto, ON M4H 1J5",Toronto,1 Bedroom,1,1.0,825.0,1,2460,43.70190604049862,-79.34304921643786,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231126/rideau-towers-apartments-at-47-thorncliffe-park-dr-toronto-on-m4h-1j5,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"47 Thorncliffe Park Dr, Toronto, ON M4H 1J5",Toronto,1 Bedroom Deluxe,1,1.0,860.0,1,2580,43.70190604049862,-79.34304921643786,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231126/rideau-towers-apartments-at-47-thorncliffe-park-dr-toronto-on-m4h-1j5,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"47 Thorncliffe Park Dr, Toronto, ON M4H 1J5",Toronto,2 Bedroom,2,1.0,1084.0,1,3250,43.70190604049862,-79.34304921643786,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231126/rideau-towers-apartments-at-47-thorncliffe-park-dr-toronto-on-m4h-1j5,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"47 Thorncliffe Park Dr, Toronto, ON M4H 1J5",Toronto,2 Bedroom,2,1.5,1050.0,1,3250,43.70190604049862,-79.34304921643786,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231126/rideau-towers-apartments-at-47-thorncliffe-park-dr-toronto-on-m4h-1j5,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"47 Thorncliffe Park Dr, Toronto, ON M4H 1J5",Toronto,2 Bedroom,2,1.0,1050.0,1,3250,43.70190604049862,-79.34304921643786,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231126/rideau-towers-apartments-at-47-thorncliffe-park-dr-toronto-on-m4h-1j5,0,0,0,0,0,1,0,0,1,0,0,0,0
Rideau Towers,Thorncliffe Park Apartments,"47 Thorncliffe Park Dr, Toronto, ON M4H 1J5",Toronto,3 Bedroom,3,2.0,1320.0,1,3970,43.70190604049862,-79.34304921643786,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231126/rideau-towers-apartments-at-47-thorncliffe-park-dr-toronto-on-m4h-1j5,0,0,0,0,0,1,0,0,1,0,0,0,0
Rouge Valley Residence,,"45 Generation Blvd, Toronto, ON M1B 2K5",Toronto,2 Bedroom,2,1.0,799.0,1,2397,43.80441551881483,-79.16677340369978,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231123/rouge-valley-residence-apartments-at-45-generation-blvd-toronto-on-m1b-2k5,0,0,1,0,0,1,1,1,1,0,0,0,0
Rouge Valley Residence,,"45 Generation Blvd, Toronto, ON M1B 2K5",Toronto,2 Bedroom,2,1.0,799.0,1,2397,43.80441551881483,-79.16677340369978,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p231123/rouge-valley-residence-apartments-at-45-generation-blvd-toronto-on-m1b-2k5,0,0,1,0,0,1,1,1,1,0,0,0,0
The Winslow ,North Toronto Apartments,"3 Strathgowan Ave, Toronto, ON M4N 0B4",Toronto,Condo,1,1.0,539.0,0,2462,43.71877408646251,-79.40061954477575,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p917833/the-winslow-5782-apartments-at-3-strathgowan-ave-toronto-on-m4n-0b4,0,1,1,1,0,0,0,1,0,0,0,0,0
The Winslow ,North Toronto Apartments,"3 Strathgowan Ave, Toronto, ON M4N 0B4",Toronto,Condo,2,1.0,790.0,0,2864,43.71877408646251,-79.40061954477575,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p917833/the-winslow-5782-apartments-at-3-strathgowan-ave-toronto-on-m4n-0b4,0,1,1,1,0,0,0,1,0,0,0,0,0
Scala ,Bayview Village Apartments,"25 Adra Grado Way, Toronto, ON M2J 0H6",Toronto,Condo,1,1.0,586.0,0,2700,43.77642731942079,-79.36708827079977,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p705914/scala-4966-apartments-at-25-adra-grado-way-toronto-on-m2j-0h6,0,1,1,1,1,0,1,0,0,0,0,0,0
Scala ,Bayview Village Apartments,"25 Adra Grado Way, Toronto, ON M2J 0H6",Toronto,Condo,2,2.0,677.0,0,3700,43.77642731942079,-79.36708827079977,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p705914/scala-4966-apartments-at-25-adra-grado-way-toronto-on-m2j-0h6,0,1,1,1,1,0,1,0,0,0,0,0,0
Via Bloor ,Saint James Town Apartments,"575 Bloor St E, Toronto, ON M4W 0B2",Toronto,Condo,1,1.0,563.0,0,2700,43.67204499890445,-79.37338353976581,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p626821/via-bloor-tower-1-4719-apartments-at-575-bloor-st-e-toronto-on-m4w-0b2,0,1,1,1,1,0,1,1,0,0,0,0,0
Via Bloor ,Saint James Town Apartments,"575 Bloor St E, Toronto, ON M4W 0B2",Toronto,Condo,2,2.0,778.0,0,3380,43.67204499890445,-79.37338353976581,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p626821/via-bloor-tower-1-4719-apartments-at-575-bloor-st-e-toronto-on-m4w-0b2,0,1,1,1,1,0,1,1,0,0,0,0,0
50 Graydon Hall Apartments,Sunnybrook ,"50 Graydon Hall Dr, Toronto, ON M3A 3A5",Toronto,1A,1,1.0,638.0,1,1950,43.76438639892966,-79.3450037582077,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p523065/50-graydon-hall-apartments-at-50-graydon-hall-dr-toronto-on-m3a-3a5,1,0,0,0,0,1,0,0,1,0,1,0,0
50 Graydon Hall Apartments,Sunnybrook ,"50 Graydon Hall Dr, Toronto, ON M3A 3A5",Toronto,2F,2,1.0,946.0,1,2400,43.76438639892966,-79.3450037582077,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p523065/50-graydon-hall-apartments-at-50-graydon-hall-dr-toronto-on-m3a-3a5,1,0,0,0,0,1,0,0,1,0,1,0,0
50 Graydon Hall Apartments,Sunnybrook ,"50 Graydon Hall Dr, Toronto, ON M3A 3A5",Toronto,2D,2,1.0,987.0,1,2400,43.76438639892966,-79.3450037582077,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p523065/50-graydon-hall-apartments-at-50-graydon-hall-dr-toronto-on-m3a-3a5,1,0,0,0,0,1,0,0,1,0,1,0,0
100 Graydon Hall Apartments,Sunnybrook ,"100 Graydon Hall Dr, Toronto, ON M3A 3A7",Toronto,2C,2,1.0,859.0,1,2350,43.764853377939005,-79.34417222884193,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p454079/100-graydon-hall-apartments-at-100-graydon-hall-dr-toronto-on-m3a-3a7,1,0,1,0,0,1,0,0,1,0,1,0,0
100 Graydon Hall Apartments,Sunnybrook ,"100 Graydon Hall Dr, Toronto, ON M3A 3A7",Toronto,3A,3,1.5,908.0,1,2800,43.764853377939005,-79.34417222884193,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p454079/100-graydon-hall-apartments-at-100-graydon-hall-dr-toronto-on-m3a-3a7,1,0,1,0,0,1,0,0,1,0,1,0,0
Residences of Rose Park,Saint James Town Apartments,"99 Howard St, Toronto, ON M4X 1K1",Toronto,Junior 1 Bedroom,1,1.0,500.0,1,2050,43.67130278975559,-79.37200041611936,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p217549/residences-of-rose-park-apartments-at-99-howard-st-toronto-on-m4x-1k1,1,0,0,0,0,0,0,0,1,0,1,0,0
Residences of Rose Park,Saint James Town Apartments,"99 Howard St, Toronto, ON M4X 1K1",Toronto,2 Bedroom,2,1.0,1000.0,1,2625,43.67130278975559,-79.37200041611936,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p217549/residences-of-rose-park-apartments-at-99-howard-st-toronto-on-m4x-1k1,1,0,0,0,0,0,0,0,1,0,1,0,0
222 Wellesley Street East,Saint James Town Apartments,"222 Wellesley St E, Toronto, ON M4X 1G4",Toronto,1 bdrm jr no blcny,1,1.0,593.0,1,1959,43.66756598885074,-79.37278173271757,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219459/apartments-at-222-wellesley-st-e-toronto-on-m4x-1g4,0,0,0,0,0,0,0,0,1,0,1,0,0
222 Wellesley Street East,Saint James Town Apartments,"222 Wellesley St E, Toronto, ON M4X 1G4",Toronto,1 Bedroom,1,1.0,708.0,1,2049,43.66756598885074,-79.37278173271757,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219459/apartments-at-222-wellesley-st-e-toronto-on-m4x-1g4,0,0,0,0,0,0,0,0,1,0,1,0,0
2900 Bathurst Street,Englemount ,"2900 Bathurst St, Toronto, ON M6B 3A9",Toronto,1 Bedroom,1,1.0,600.0,1,2267,43.71472058139172,-79.42880478137813,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p403160/apartments-at-2900-bathurst-st-toronto-on-m6b-3a9,0,0,0,0,0,0,0,0,1,0,1,0,0
2900 Bathurst Street,Englemount ,"2900 Bathurst St, Toronto, ON M6B 3A9",Toronto,2 bdrm,2,1.0,867.0,1,2699,43.71472058139172,-79.42880478137813,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p403160/apartments-at-2900-bathurst-st-toronto-on-m6b-3a9,0,0,0,0,0,0,0,0,1,0,1,0,0
730 Dovercourt Road,Dufferin Grove Apartments,"730 Dovercourt Rd, Toronto, ON M6H 2W9",Toronto,1 bdrm Studio,0,1.0,378.0,1,1929,43.65973162001284,-79.42887079312496,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p217938/apartments-at-730-dovercourt-rd-toronto-on-m6h-2w9,0,0,0,0,0,1,0,0,1,0,1,0,0
730 Dovercourt Road,Dufferin Grove Apartments,"730 Dovercourt Rd, Toronto, ON M6H 2W9",Toronto,1 bdrm jr no blcny,1,1.0,489.0,1,2129,43.65973162001284,-79.42887079312496,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p217938/apartments-at-730-dovercourt-rd-toronto-on-m6h-2w9,0,0,0,0,0,1,0,0,1,0,1,0,0
730 Dovercourt Road,Dufferin Grove Apartments,"730 Dovercourt Rd, Toronto, ON M6H 2W9",Toronto,1 Bedroom,1,1.0,600.0,1,2229,43.65973162001284,-79.42887079312496,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p217938/apartments-at-730-dovercourt-rd-toronto-on-m6h-2w9,0,0,0,0,0,1,0,0,1,0,1,0,0
730 Dovercourt Road,Dufferin Grove Apartments,"730 Dovercourt Rd, Toronto, ON M6H 2W9",Toronto,2 bdrm,2,1.0,835.0,1,2699,43.65973162001284,-79.42887079312496,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p217938/apartments-at-730-dovercourt-rd-toronto-on-m6h-2w9,0,0,0,0,0,1,0,0,1,0,1,0,0
370 Ridelle Ave,Briar Hill ,"370 Ridelle Ave, Toronto, ON M6B 4B4",Toronto,1 Bedroom,1,1.0,791.0,1,2356,43.70414107293654,-79.44061112028648,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p1078634/apartments-at-370-ridelle-ave-toronto-on-m6b-4b4,0,0,0,0,0,0,0,0,0,0,0,0,0
370 Ridelle Ave,Briar Hill ,"370 Ridelle Ave, Toronto, ON M6B 4B4",Toronto,2 Bedroom,2,1.0,1059.0,1,2884,43.70414107293654,-79.44061112028648,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p1078634/apartments-at-370-ridelle-ave-toronto-on-m6b-4b4,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Downsview Apartments,"160 Chalkfarm Dr, Toronto, ON M3L 2J1",Toronto,Bachelor,0,1.0,740.0,1,1850,43.72488129776941,-79.51310149113844,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p543351/160-170-180-and-200-chalkfarm-dr-apartments-at-160-chalkfarm-dr-toronto-on-m3l-2j1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Downsview Apartments,"160 Chalkfarm Dr, Toronto, ON M3L 2J1",Toronto,2 Bedroom,2,1.0,700.0,1,2325,43.72488129776941,-79.51310149113844,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p543351/160-170-180-and-200-chalkfarm-dr-apartments-at-160-chalkfarm-dr-toronto-on-m3l-2j1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston Road,Weston Apartments,"2304 Weston Rd, Toronto, ON M9N 1Z3",Toronto,2336 Weston - Plan B,1,1.0,720.0,1,2275,43.70533761225576,-79.52989678217985,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p217328/weston-road-apartments-at-2304-weston-rd-toronto-on-m9n-1z3,0,0,1,0,0,0,0,0,1,0,1,0,0
Weston Road,Weston Apartments,"2304 Weston Rd, Toronto, ON M9N 1Z3",Toronto,2336 Weston - Plan B,2,1.0,940.0,1,2799,43.70533761225576,-79.52989678217985,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p217328/weston-road-apartments-at-2304-weston-rd-toronto-on-m9n-1z3,0,0,1,0,0,0,0,0,1,0,1,0,0
Weston Road,Weston Apartments,"2304 Weston Rd, Toronto, ON M9N 1Z3",Toronto,2304 Weston - Plan E,2,1.0,880.0,1,2849,43.70533761225576,-79.52989678217985,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p217328/weston-road-apartments-at-2304-weston-rd-toronto-on-m9n-1z3,0,0,1,0,0,0,0,0,1,0,1,0,0
Weston Road,Weston Apartments,"2304 Weston Rd, Toronto, ON M9N 1Z3",Toronto,2304 Weston - Plan A,3,1.0,1120.0,1,2949,43.70533761225576,-79.52989678217985,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p217328/weston-road-apartments-at-2304-weston-rd-toronto-on-m9n-1z3,0,0,1,0,0,0,0,0,1,0,1,0,0
Heathdale Court,Cedarvale Apartments,"1598 1596-1598 Bathurst Street, Toronto, ON M5P 3H9",Toronto,Studio,1,1.0,549.0,1,1925,43.688294042400834,-79.4204934231746,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p434725/heathdale-court-apartments-at-1598-1596-1598-bathurst-street-toronto-on-m5p-3h9,0,0,0,0,0,1,0,0,0,0,1,0,0
Heathdale Court,Cedarvale Apartments,"1598 1596-1598 Bathurst Street, Toronto, ON M5P 3H9",Toronto,1 Bedroom,1,1.0,679.0,1,2328,43.688294042400834,-79.4204934231746,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p434725/heathdale-court-apartments-at-1598-1596-1598-bathurst-street-toronto-on-m5p-3h9,0,0,0,0,0,1,0,0,0,0,1,0,0
4750 Bathurst Street,Branson Apartments,"4750 Bathurst St, Toronto, ON M2R 1W9",Toronto,Studio,0,1.0,338.0,0,1819,43.768036150380254,-79.44163412056375,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p578582/apartments-at-4750-bathurst-st-toronto-on-m2r-1w9,0,0,0,0,0,0,0,0,1,0,0,0,0
4750 Bathurst Street,Branson Apartments,"4750 Bathurst St, Toronto, ON M2R 1W9",Toronto,1 Bedroom,1,1.0,480.0,0,2217,43.768036150380254,-79.44163412056375,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p578582/apartments-at-4750-bathurst-st-toronto-on-m2r-1w9,0,0,0,0,0,0,0,0,1,0,0,0,0
4222 Bathurst Street,Clanton Park Apartments,"4222 Bathurst St, Toronto, ON M3H 3R2",Toronto,Studio,0,1.0,327.0,1,1907,43.7498259142947,-79.43720148099368,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219466/apartments-at-4222-bathurst-st-toronto-on-m3h-3r2,0,0,0,0,0,1,0,0,0,0,1,0,0
4222 Bathurst Street,Clanton Park Apartments,"4222 Bathurst St, Toronto, ON M3H 3R2",Toronto,1 Bedroom,1,1.0,692.0,1,2360,43.7498259142947,-79.43720148099368,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219466/apartments-at-4222-bathurst-st-toronto-on-m3h-3r2,0,0,0,0,0,1,0,0,0,0,1,0,0
The Continental ,Woodbine Gardens Apartments,"510 Dawes Rd, Toronto, ON M4B 2G4",Toronto,Bachelor,0,1.0,400.0,1,1749,43.70375050794172,-79.29685907843862,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219743/the-continental-510-dawes-road-apartments-at-510-dawes-rd-toronto-on-m4b-2g4,0,0,0,0,0,0,0,0,1,0,1,0,0
The Continental ,Woodbine Gardens Apartments,"510 Dawes Rd, Toronto, ON M4B 2G4",Toronto,1 Bedroom,1,1.0,600.0,1,1949,43.70375050794172,-79.29685907843862,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219743/the-continental-510-dawes-road-apartments-at-510-dawes-rd-toronto-on-m4b-2g4,0,0,0,0,0,0,0,0,1,0,1,0,0
The Continental ,Woodbine Gardens Apartments,"510 Dawes Rd, Toronto, ON M4B 2G4",Toronto,2 Bedroom,2,1.0,675.0,1,2299,43.70375050794172,-79.29685907843862,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219743/the-continental-510-dawes-road-apartments-at-510-dawes-rd-toronto-on-m4b-2g4,0,0,0,0,0,0,0,0,1,0,1,0,0
